timepoint,link_key,tt_sd,s,period,counts,traveltime
1,"(7, 15, '0')",0.753403443374045,0.2761351299390967,0,8151.168527012827,10.432786237407143
1,"(8, 4, '0')",0.36581991580263795,0.6733332766340134,0,33410.71491373158,86.34819484870475
1,"(8, 7, '0')",0.6113730813897688,0.570474864107661,0,10584.223702794077,29.14611507575553
1,"(8, 9, '0')",0.4196113499484212,0.3773069358685265,0,15953.548898106577,6.632020723033363
1,"(9, 8, '0')",0.09167672210207167,0.2845129711764639,0,37259.73249185658,25.831440698314125
1,"(9, 10, '0')",0.53485391876583,0.20266589697287252,0,28024.04108560658,45.49675441901725
1,"(9, 14, '0')",0.3407642186475901,0.33093452601858553,0,30250.42194498158,27.67466427009147
1,"(9, 15, '0')",0.018340990889802455,0.3645398581151821,0,14200.076241856577,35.632771264720375
1,"(9, 16, '0')",0.603452620536204,0.20260427719629337,0,9792.150460606577,20.443226586986
1,"(10, 3, '0')",0.9218061729926634,0.6029547618186811,0,17803.72565591908,119.93753505866569
1,"(10, 9, '0')",0.2813641313572214,0.0629581995457077,0,21700.78131998158,20.711762200999672
1,"(10, 11, '0')",0.8348009811112259,0.7314779358819499,0,17898.69342935658,122.534779321361
1,"(10, 13, '0')",0.5496226575408409,0.733844185123569,0,13325.779366856577,28.197367440867836
1,"(11, 2, '0')",0.021791015958648408,0.590150243239298,0,19485.64850748158,7.312769662547523
1,"(11, 10, '0')",0.34705988952929334,0.7169063369045029,0,9611.491280919077,15.974678765941078
1,"(11, 12, '0')",0.550034791378317,0.713165163089644,0,14484.462960606577,6.130056153941566
1,"(12, 11, '0')",0.013205631128021644,0.7758692885917541,0,17918.02155435658,6.1747284046892466
1,"(12, 23, '0')",0.7158927072215715,0.6840503970183347,0,14256.226632481577,31.11093784492057
1,"(13, 10, '0')",0.18977700535536257,0.7978975925046432,0,12136.801827794077,20.93458057563346
1,"(13, 14, '0')",0.7424670735510953,0.588988977190016,0,11079.741280919077,17.427096139598305
1,"(13, 22, '0')",0.6294313700617412,0.8597187605051667,0,11892.516671544077,19.224995385814125
1,"(14, 9, '0')",0.36218393009128713,0.44221438081404285,0,27686.61725748158,21.89272953193229
1,"(14, 13, '0')",0.6270293903714866,0.38798554651919537,0,15102.411202794077,45.782673608470375
1,"(14, 18, '0')",0.5148847524058702,0.281126399050331,0,20795.02546060658,7.501364480662757
1,"(14, 21, '0')",0.8949073179368925,0.09532998203981735,0,23023.70124185658,17.57973076026481
1,"(15, 7, '0')",0.5186654256839361,0.43344672837703613,0,13012.519601231577,28.773016702342446
1,"(15, 9, '0')",0.6074091804740506,0.6761627123287923,0,12836.812569981577,25.25072933356803
1,"(15, 16, '0')",0.4748159985545415,0.2507060318689802,0,10018.165109044077,7.261298906016761
1,"(15, 17, '0')",0.7095906991635826,0.33964254674017813,0,22730.91413248158,6.716367494273597
1,"(16, 9, '0')",0.11524270956742733,0.6354477708293657,0,10173.296944981577,22.27142025153678
1,"(16, 15, '0')",0.7327940685960685,0.6809840275379663,0,14476.156319981577,16.64272667090934
1,"(16, 18, '0')",0.8780425358861355,0.35022581147267484,0,13420.472726231577,16.47213054816764
1,"(17, 6, '0')",0.5190639546546741,0.5059566855691439,0,26109.68952310658,5.470921050715858
1,"(17, 15, '0')",0.6804967706973032,0.4118956173901761,0,10750.575265294077,6.123637448954994
1,"(17, 19, '0')",0.4355580462697013,0.7422614287110032,0,23144.65046060658,7.544149171519691
1,"(18, 14, '0')",0.9717632213779057,0.14496462409810296,0,19444.00006998158,7.149306546855384
1,"(18, 16, '0')",0.36519126611684316,0.7312173653008287,0,9886.785226231577,7.906583558726722
1,"(18, 19, '0')",0.622712992189762,0.515397281579558,0,10971.793038731577,14.97239376227897
1,"(19, 17, '0')",0.2582934326564159,0.3326233544319752,0,28752.76764810658,8.212387334514077
1,"(19, 18, '0')",0.6813432920295053,0.9256141871012638,0,8552.897042637827,9.538111459422524
1,"(19, 20, '0')",0.8765919304209655,0.9733962892699497,0,12393.967843419077,28.788946878123696
1,"(19, 21, '0')",0.2422684944321538,0.5595394222425211,0,10491.974679356577,15.65074897925895
1,"(20, 19, '0')",0.14263219434835817,0.1018886854795763,0,10492.158273106577,18.274985086131508
1,"(20, 21, '0')",0.8253891117478838,0.6720790144790248,0,8331.153390294077,5.999689590144569
1,"(20, 23, '0')",0.46544014722375404,0.9307130367587861,0,16467.87116373158,46.2741592041735
1,"(21, 14, '0')",0.33817200840943973,0.28520961857951055,0,19777.99030435658,12.080239068675453
1,"(21, 19, '0')",0.9336459538815429,0.11787227598735595,0,12126.655343419077,22.778326760936196
1,"(21, 20, '0')",0.45440346037288637,0.8503845211017618,0,14760.172921544077,17.68280578773063
1,"(21, 22, '0')",0.4942651888084775,0.6955696072189974,0,15613.870187169077,45.72584606330436
1,"(22, 13, '0')",0.04590650846900013,0.8996347034520837,0,8736.521554356577,9.974758874583657
1,"(22, 21, '0')",0.1189674888736082,0.9418380490507798,0,10943.971749669077,14.897032510447914
1,"(22, 23, '0')",0.5379563840497242,0.5163360040038152,0,14325.784249669077,17.492689859080727
1,"(23, 12, '0')",0.054783996014804326,0.6948677052058424,0,18805.12116373158,88.09508968513053
1,"(23, 20, '0')",0.3005209386984734,0.4314765661884449,0,12266.407296544077,16.91014267127555
1,"(23, 22, '0')",0.3780841904169129,0.873938904154811,0,7201.595284825327,5.59437347571891
2,"(0, 1, '0')",0.6632874804228996,0.6089958621886069,0,14227.744139973754,4.3253237757409595
2,"(0, 2, '0')",0.21822526486296512,0.823825425690536,0,10535.928222005004,2.296460345717766
2,"(1, 0, '0')",0.1871725370949876,0.18289481698760135,0,9210.957518880004,4.2923013720239185
2,"(1, 5, '0')",0.7297792387589718,0.7868995056208983,0,10672.721679036254,8.6308333430017
2,"(2, 0, '0')",0.8633132629760015,0.3113874789738148,0,22394.006835286254,2.5971395525659107
2,"(2, 3, '0')",0.39172036421755163,0.7715140753500648,0,12527.805663411254,2.357171729537346
2,"(2, 11, '0')",0.11004811349712262,0.9149494646556006,0,11972.730468098754,2.304033473464348
2,"(3, 2, '0')",0.9127915035794474,0.22627172929216355,0,26229.838866536254,4.480991080733635
2,"(3, 4, '0')",0.3570059887962751,0.9911599141695914,0,14987.200194661254,0.3596784624780198
2,"(3, 10, '0')",0.41296217981812544,0.3114666072281085,0,10182.764159505004,9.48727102610717
2,"(4, 3, '0')",0.18354969377389296,0.8856389551738137,0,25327.768554036254,1.0927607569421312
2,"(4, 5, '0')",0.5859902699897871,0.6936276549544037,0,14277.449218098754,21.077142432662345
2,"(4, 8, '0')",0.8556708466479875,0.0545247259975572,0,11766.903319661254,3.8243824991906665
2,"(5, 1, '0')",0.7896812152453201,0.20181883260219147,0,15749.995116536254,40.70722170207153
2,"(5, 4, '0')",0.08784242370264728,0.8591558084357476,0,11324.066405598754,8.160027221175529
2,"(5, 7, '0')",0.9329932724558334,0.6607567170158832,0,12517.356444661254,5.384240344497063
2,"(6, 7, '0')",0.4999511406074236,0.8727867882285799,0,19946.243163411254,12.13044329020629
2,"(6, 17, '0')",0.3642569891908011,0.7237448554628845,0,19554.317382161254,0.3715798411096116
2,"(7, 5, '0')",0.4836061905063387,0.09193851810441844,0,23423.174804036254,98.7597691569055
2,"(7, 6, '0')",0.5152245913332608,0.02196605110027272,0,15584.105468098754,4.699223235579827
2,"(7, 8, '0')",0.9946434676752095,0.18204899423987453,0,11600.739257161254,23.60818453166137
2,"(7, 15, '0')",0.753403443374045,0.2761351299390967,0,9272.673339192504,5.620002940627434
2,"(8, 4, '0')",0.36581991580263795,0.6733332766340134,0,34532.21972591125,81.53541155192504
2,"(8, 7, '0')",0.6113730813897688,0.570474864107661,0,11705.728514973754,24.333331778975822
2,"(8, 9, '0')",0.4196113499484212,0.3773069358685265,0,17075.053710286254,1.8192374262536546
2,"(9, 8, '0')",0.09167672210207167,0.2845129711764639,0,38381.23730403625,21.018657401534416
2,"(9, 10, '0')",0.53485391876583,0.20266589697287252,0,29145.545897786254,40.683971122237544
2,"(9, 14, '0')",0.3407642186475901,0.33093452601858553,0,31371.926757161254,22.86188097331176
2,"(9, 15, '0')",0.018340990889802455,0.3645398581151821,0,15321.581054036254,30.819987967940666
2,"(9, 16, '0')",0.603452620536204,0.20260427719629337,0,10913.655272786254,15.63044329020629
2,"(10, 3, '0')",0.9218061729926634,0.6029547618186811,0,18925.230468098754,115.12475176188597
2,"(10, 9, '0')",0.2813641313572214,0.0629581995457077,0,22822.286132161254,15.898978904219963
2,"(10, 11, '0')",0.8348009811112259,0.7314779358819499,0,19020.198241536254,117.72199602458129
2,"(10, 13, '0')",0.5496226575408409,0.733844185123569,0,14447.284179036254,23.384584144088127
2,"(11, 2, '0')",0.021791015958648408,0.590150243239298,0,20607.153319661254,2.499986365767815
2,"(11, 10, '0')",0.34705988952929334,0.7169063369045029,0,10732.996093098754,11.161895469161369
2,"(11, 12, '0')",0.550034791378317,0.713165163089644,0,15605.967772786254,1.3172728571618577
2,"(12, 11, '0')",0.013205631128021644,0.7758692885917541,0,19039.526366536254,1.3619451079095384
2,"(12, 23, '0')",0.7158927072215715,0.6840503970183347,0,15377.731444661254,26.29815454814086
2,"(13, 10, '0')",0.18977700535536257,0.7978975925046432,0,13258.306639973754,16.12179727885375
2,"(13, 14, '0')",0.7424670735510953,0.588988977190016,0,12201.246093098754,12.614312842818595
2,"(13, 22, '0')",0.6294313700617412,0.8597187605051667,0,13014.021483723754,14.412212089034416
2,"(14, 9, '0')",0.36218393009128713,0.44221438081404285,0,28808.122069661254,17.07994623515258
2,"(14, 13, '0')",0.6270293903714866,0.38798554651919537,0,16223.916014973754,40.96989031169067
2,"(14, 18, '0')",0.5148847524058702,0.281126399050331,0,21916.530272786254,2.6885811838830493
2,"(14, 21, '0')",0.8949073179368925,0.09532998203981735,0,24145.206054036254,12.7669474634851
2,"(15, 7, '0')",0.5186654256839361,0.43344672837703613,0,14134.024413411254,23.960233405562736
2,"(15, 9, '0')",0.6074091804740506,0.6761627123287923,0,13958.317382161254,20.437946036788322
2,"(15, 16, '0')",0.4748159985545415,0.2507060318689802,0,11139.669921223754,2.4485156092370532
2,"(15, 17, '0')",0.7095906991635826,0.33964254674017813,0,23852.418944661254,1.903584197493889
2,"(16, 9, '0')",0.11524270956742733,0.6354477708293657,0,11294.801757161254,17.458636954757072
2,"(16, 15, '0')",0.7327940685960685,0.6809840275379663,0,15597.661132161254,11.82994337412963
2,"(16, 18, '0')",0.8780425358861355,0.35022581147267484,0,14541.977538411254,11.659347251387931
2,"(17, 6, '0')",0.5190639546546741,0.5059566855691439,0,27231.194335286254,0.6581377539361497
2,"(17, 15, '0')",0.6804967706973032,0.4118956173901761,0,11872.080077473754,1.3108541521752854
2,"(17, 19, '0')",0.4355580462697013,0.7422614287110032,0,24266.155272786254,2.731365874739983
2,"(18, 14, '0')",0.9717632213779057,0.14496462409810296,0,20565.504882161254,2.3365232500756763
2,"(18, 16, '0')",0.36519126611684316,0.7312173653008287,0,11008.290038411254,3.093800261947014
2,"(18, 19, '0')",0.622712992189762,0.515397281579558,0,12093.297850911254,10.15961046549926
2,"(19, 17, '0')",0.2582934326564159,0.3326233544319752,0,29874.272460286254,3.3996040377343677
2,"(19, 18, '0')",0.6813432920295053,0.9256141871012638,0,9674.401854817504,4.725328162642815
2,"(19, 20, '0')",0.8765919304209655,0.9733962892699497,0,13515.472655598754,23.976163581343986
2,"(19, 21, '0')",0.2422684944321538,0.5595394222425211,0,11613.479491536254,10.83796568247924
2,"(20, 19, '0')",0.14263219434835817,0.1018886854795763,0,11613.663085286254,13.462201789351798
2,"(20, 21, '0')",0.8253891117478838,0.6720790144790248,0,9452.658202473754,1.1869062933648606
2,"(20, 23, '0')",0.46544014722375404,0.9307130367587861,0,17589.375975911254,41.461375907393794
2,"(21, 14, '0')",0.33817200840943973,0.28520961857951055,0,20899.495116536254,7.267455771895745
2,"(21, 19, '0')",0.9336459538815429,0.11787227598735595,0,13248.160155598754,17.965543464156486
2,"(21, 20, '0')",0.45440346037288637,0.8503845211017618,0,15881.677733723754,12.87002249095092
2,"(21, 22, '0')",0.4942651888084775,0.6955696072189974,0,16735.374999348754,40.913062766524654
2,"(22, 13, '0')",0.04590650846900013,0.8996347034520837,0,9858.026366536254,5.161975577803948
2,"(22, 21, '0')",0.1189674888736082,0.9418380490507798,0,12065.476561848754,10.084249213668205
2,"(22, 23, '0')",0.5379563840497242,0.5163360040038152,0,15447.289061848754,12.679906562301017
2,"(23, 12, '0')",0.054783996014804326,0.6948677052058424,0,19926.625975911254,83.28230638835082
2,"(23, 20, '0')",0.3005209386984734,0.4314765661884449,0,13387.912108723754,12.097359374495841
2,"(23, 22, '0')",0.3780841904169129,0.873938904154811,0,8323.100097005004,0.7815901789392015
3,"(0, 1, '0')",0.6632874804228996,0.6089958621886069,0,11443.202654005472,5.861382953854955
3,"(0, 2, '0')",0.21822526486296512,0.823825425690536,0,7751.386736036722,3.832519523831761
3,"(1, 0, '0')",0.1871725370949876,0.18289481698760135,0,6426.416032911722,5.828360550137914
3,"(1, 5, '0')",0.7297792387589718,0.7868995056208983,0,7888.180193067972,10.166892521115697
3,"(2, 0, '0')",0.8633132629760015,0.3113874789738148,0,19609.465349317972,4.133198730679906
3,"(2, 3, '0')",0.39172036421755163,0.7715140753500648,0,9743.264177442972,3.893230907651341
3,"(2, 11, '0')",0.11004811349712262,0.9149494646556006,0,9188.188982130472,3.840092651578343
3,"(3, 2, '0')",0.9127915035794474,0.22627172929216355,0,23445.297380567972,6.017050258847631
3,"(3, 4, '0')",0.3570059887962751,0.9911599141695914,0,12202.658708692972,1.895737640592015
3,"(3, 10, '0')",0.41296217981812544,0.3114666072281085,0,7398.222673536722,11.023330204221166
3,"(4, 3, '0')",0.18354969377389296,0.8856389551738137,0,22543.227068067972,2.6288199350561263
3,"(4, 5, '0')",0.5859902699897871,0.6936276549544037,0,11492.907732130472,22.61320161077634
3,"(4, 8, '0')",0.8556708466479875,0.0545247259975572,0,8982.361833692972,5.360441677304662
3,"(5, 1, '0')",0.7896812152453201,0.20181883260219147,0,12965.453630567972,42.24328088018552
3,"(5, 4, '0')",0.08784242370264728,0.8591558084357476,0,8539.524919630472,9.696086399289525
3,"(5, 7, '0')",0.9329932724558334,0.6607567170158832,0,9732.814958692972,6.920299522611058
3,"(6, 7, '0')",0.4999511406074236,0.8727867882285799,0,17161.701677442972,13.666502468320287
3,"(6, 17, '0')",0.3642569891908011,0.7237448554628845,0,16769.775896192972,1.9076390192236068
3,"(7, 5, '0')",0.4836061905063387,0.09193851810441844,0,20638.633318067972,100.29582833501951
3,"(7, 6, '0')",0.5152245913332608,0.02196605110027272,0,12799.563982130472,6.235282413693822
3,"(7, 8, '0')",0.9946434676752095,0.18204899423987453,0,8816.197771192972,25.144243709775363
3,"(7, 15, '0')",0.753403443374045,0.2761351299390967,0,6488.131853224222,7.1560621187414295
3,"(8, 4, '0')",0.36581991580263795,0.6733332766340134,0,31747.678239942972,83.07147073003904
3,"(8, 7, '0')",0.6113730813897688,0.570474864107661,0,8921.187029005472,25.869390957089816
3,"(8, 9, '0')",0.4196113499484212,0.3773069358685265,0,14290.512224317972,3.3552966043676498
3,"(9, 8, '0')",0.09167672210207167,0.2845129711764639,0,35596.69581806797,22.55471657964841
3,"(9, 10, '0')",0.53485391876583,0.20266589697287252,0,26361.004411817972,42.22003030035154
3,"(9, 14, '0')",0.3407642186475901,0.33093452601858553,0,28587.385271192972,24.397940151425754
3,"(9, 15, '0')",0.018340990889802455,0.3645398581151821,0,12537.039568067972,32.356047146054664
3,"(9, 16, '0')",0.603452620536204,0.20260427719629337,0,8129.113786817972,17.166502468320285
3,"(10, 3, '0')",0.9218061729926634,0.6029547618186811,0,16140.688982130472,116.66081093999998
3,"(10, 9, '0')",0.2813641313572214,0.0629581995457077,0,20037.744646192972,17.435038082333957
3,"(10, 11, '0')",0.8348009811112259,0.7314779358819499,0,16235.656755567972,119.25805520269529
3,"(10, 13, '0')",0.5496226575408409,0.733844185123569,0,11662.742693067972,24.92064332220212
3,"(11, 2, '0')",0.021791015958648408,0.590150243239298,0,17822.611833692972,4.03604554388181
3,"(11, 10, '0')",0.34705988952929334,0.7169063369045029,0,7948.454607130472,12.697954647275365
3,"(11, 12, '0')",0.550034791378317,0.713165163089644,0,12821.426286817972,2.853332035275853
3,"(12, 11, '0')",0.013205631128021644,0.7758692885917541,0,16254.984880567972,2.8980042860235335
3,"(12, 23, '0')",0.7158927072215715,0.6840503970183347,0,12593.189958692972,27.834213726254855
3,"(13, 10, '0')",0.18977700535536257,0.7978975925046432,0,10473.765154005472,17.657856456967746
3,"(13, 14, '0')",0.7424670735510953,0.588988977190016,0,9416.704607130472,14.150372020932592
3,"(13, 22, '0')",0.6294313700617412,0.8597187605051667,0,10229.479997755472,15.948271267148412
3,"(14, 9, '0')",0.36218393009128713,0.44221438081404285,0,26023.580583692972,18.616005413266574
3,"(14, 13, '0')",0.6270293903714866,0.38798554651919537,0,13439.374529005472,42.505949489804664
3,"(14, 18, '0')",0.5148847524058702,0.281126399050331,0,19131.988786817972,4.224640361997045
3,"(14, 21, '0')",0.8949073179368925,0.09532998203981735,0,21360.664568067972,14.303006641599096
3,"(15, 7, '0')",0.5186654256839361,0.43344672837703613,0,11349.482927442972,25.49629258367673
3,"(15, 9, '0')",0.6074091804740506,0.6761627123287923,0,11173.775896192972,21.974005214902316
3,"(15, 16, '0')",0.4748159985545415,0.2507060318689802,0,8355.128435255472,3.984574787351048
3,"(15, 17, '0')",0.7095906991635826,0.33964254674017813,0,21067.877458692972,3.439643375607884
3,"(16, 9, '0')",0.11524270956742733,0.6354477708293657,0,8510.260271192972,18.994696132871066
3,"(16, 15, '0')",0.7327940685960685,0.6809840275379663,0,12813.119646192972,13.366002552243627
3,"(16, 18, '0')",0.8780425358861355,0.35022581147267484,0,11757.436052442972,13.195406429501928
3,"(17, 6, '0')",0.5190639546546741,0.5059566855691439,0,24446.652849317972,2.194196932050145
3,"(17, 15, '0')",0.6804967706973032,0.4118956173901761,0,9087.538591505472,2.8469133302892806
3,"(17, 19, '0')",0.4355580462697013,0.7422614287110032,0,21481.613786817972,4.267425052853978
3,"(18, 14, '0')",0.9717632213779057,0.14496462409810296,0,17780.963396192972,3.8725824281896712
3,"(18, 16, '0')",0.36519126611684316,0.7312173653008287,0,8223.748552442972,4.62985944006101
3,"(18, 19, '0')",0.622712992189762,0.515397281579558,0,9308.756364942972,11.695669643613256
3,"(19, 17, '0')",0.2582934326564159,0.3326233544319752,0,27089.730974317972,4.935663215848363
3,"(19, 18, '0')",0.6813432920295053,0.9256141871012638,0,6889.860368849222,6.26138734075681
3,"(19, 20, '0')",0.8765919304209655,0.9733962892699497,0,10730.931169630472,25.51222275945798
3,"(19, 21, '0')",0.2422684944321538,0.5595394222425211,0,8828.938005567972,12.374024860593236
3,"(20, 19, '0')",0.14263219434835817,0.1018886854795763,0,8829.121599317972,14.998260967465795
3,"(20, 21, '0')",0.8253891117478838,0.6720790144790248,0,6668.116716505472,2.722965471478856
3,"(20, 23, '0')",0.46544014722375404,0.9307130367587861,0,14804.834489942972,42.99743508550779
3,"(21, 14, '0')",0.33817200840943973,0.28520961857951055,0,18114.953630567972,8.80351495000974
3,"(21, 19, '0')",0.9336459538815429,0.11787227598735595,0,10463.618669630472,19.50160264227048
3,"(21, 20, '0')",0.45440346037288637,0.8503845211017618,0,13097.136247755472,14.406081669064916
3,"(21, 22, '0')",0.4942651888084775,0.6955696072189974,0,13950.833513380472,42.44912194463865
3,"(22, 13, '0')",0.04590650846900013,0.8996347034520837,0,7073.484880567972,6.698034755917943
3,"(22, 21, '0')",0.1189674888736082,0.9418380490507798,0,9280.935075880472,11.620308391782201
3,"(22, 23, '0')",0.5379563840497242,0.5163360040038152,0,12662.747575880472,14.215965740415013
3,"(23, 12, '0')",0.054783996014804326,0.6948677052058424,0,17142.084489942972,84.81836556646482
3,"(23, 20, '0')",0.3005209386984734,0.4314765661884449,0,10603.370622755472,13.633418552609838
3,"(23, 22, '0')",0.3780841904169129,0.873938904154811,0,5538.558611036722,2.3176493570531966
4,"(0, 1, '0')",0.6632874804228996,0.6089958621886069,0,12948.083498288039,4.507187908102181
4,"(0, 2, '0')",0.21822526486296512,0.823825425690536,0,9256.267580319289,2.4783244780789877
4,"(1, 0, '0')",0.1871725370949876,0.18289481698760135,0,7931.296877194288,4.47416550438514
4,"(1, 5, '0')",0.7297792387589718,0.7868995056208983,0,9393.061037350539,8.812697475362924
4,"(2, 0, '0')",0.8633132629760015,0.3113874789738148,0,21114.346193600537,2.7790036849271322
4,"(2, 3, '0')",0.39172036421755163,0.7715140753500648,0,11248.145021725539,2.539035861898568
4,"(2, 11, '0')",0.11004811349712262,0.9149494646556006,0,10693.069826413039,2.4858976058255697
4,"(3, 2, '0')",0.9127915035794474,0.22627172929216355,0,24950.178224850537,4.662855213094857
4,"(3, 4, '0')",0.3570059887962751,0.9911599141695914,0,13707.539552975539,0.5415425948392418
4,"(3, 10, '0')",0.41296217981812544,0.3114666072281085,0,8903.103517819289,9.669135158468393
4,"(4, 3, '0')",0.18354969377389296,0.8856389551738137,0,24048.107912350537,1.2746248893033532
4,"(4, 5, '0')",0.5859902699897871,0.6936276549544037,0,12997.788576413039,21.25900656502357
4,"(4, 8, '0')",0.8556708466479875,0.0545247259975572,0,10487.242677975539,4.006246631551888
4,"(5, 1, '0')",0.7896812152453201,0.20181883260219147,0,14470.334474850539,40.88908583443275
4,"(5, 4, '0')",0.08784242370264728,0.8591558084357476,0,10044.405763913039,8.341891353536752
4,"(5, 7, '0')",0.9329932724558334,0.6607567170158832,0,11237.695802975539,5.566104476858285
4,"(6, 7, '0')",0.4999511406074236,0.8727867882285799,0,18666.582521725537,12.312307422567514
4,"(6, 17, '0')",0.3642569891908011,0.7237448554628845,0,18274.656740475537,0.5534439734708336
4,"(7, 5, '0')",0.4836061905063387,0.09193851810441844,0,22143.514162350537,98.94163328926673
4,"(7, 6, '0')",0.5152245913332608,0.02196605110027272,0,14304.444826413039,4.881087367941048
4,"(7, 8, '0')",0.9946434676752095,0.18204899423987453,0,10321.078615475539,23.790048664022592
4,"(7, 15, '0')",0.753403443374045,0.2761351299390967,0,7993.012697506788,5.801867072988656
4,"(8, 4, '0')",0.36581991580263795,0.6733332766340134,0,33252.55908422554,81.71727568428626
4,"(8, 7, '0')",0.6113730813897688,0.570474864107661,0,10426.067873288039,24.515195911337045
4,"(8, 9, '0')",0.4196113499484212,0.3773069358685265,0,15795.393068600539,2.0011015586148764
4,"(9, 8, '0')",0.09167672210207167,0.2845129711764639,0,37101.57666235054,21.20052153389564
4,"(9, 10, '0')",0.53485391876583,0.20266589697287252,0,27865.885256100537,40.865835254598764
4,"(9, 14, '0')",0.3407642186475901,0.33093452601858553,0,30092.266115475537,23.043745105672983
4,"(9, 15, '0')",0.018340990889802455,0.3645398581151821,0,14041.920412350539,31.00185210030189
4,"(9, 16, '0')",0.603452620536204,0.20260427719629337,0,9633.994631100539,15.812307422567514
4,"(10, 3, '0')",0.9218061729926634,0.6029547618186811,0,17645.569826413037,115.3066158942472
4,"(10, 9, '0')",0.2813641313572214,0.0629581995457077,0,21542.625490475537,16.080843036581186
4,"(10, 11, '0')",0.8348009811112259,0.7314779358819499,0,17740.537599850537,117.90386015694251
4,"(10, 13, '0')",0.5496226575408409,0.733844185123569,0,13167.623537350539,23.56644827644935
4,"(11, 2, '0')",0.021791015958648408,0.590150243239298,0,19327.492677975537,2.6818504981290365
4,"(11, 10, '0')",0.34705988952929334,0.7169063369045029,0,9453.335451413039,11.343759601522592
4,"(11, 12, '0')",0.550034791378317,0.713165163089644,0,14326.307131100539,1.4991369895230797
4,"(12, 11, '0')",0.013205631128021644,0.7758692885917541,0,17759.865724850537,1.5438092402707604
4,"(12, 23, '0')",0.7158927072215715,0.6840503970183347,0,14098.070802975539,26.480018680502084
4,"(13, 10, '0')",0.18977700535536257,0.7978975925046432,0,11978.645998288039,16.303661411214975
4,"(13, 14, '0')",0.7424670735510953,0.588988977190016,0,10921.585451413039,12.796176975179819
4,"(13, 22, '0')",0.6294313700617412,0.8597187605051667,0,11734.360842038039,14.594076221395639
4,"(14, 9, '0')",0.36218393009128713,0.44221438081404285,0,27528.461427975537,17.261810367513803
4,"(14, 13, '0')",0.6270293903714866,0.38798554651919537,0,14944.255373288039,41.15175444405189
4,"(14, 18, '0')",0.5148847524058702,0.281126399050331,0,20636.869631100537,2.870445316244271
4,"(14, 21, '0')",0.8949073179368925,0.09532998203981735,0,22865.545412350537,12.948811595846323
4,"(15, 7, '0')",0.5186654256839361,0.43344672837703613,0,12854.363771725539,24.14209753792396
4,"(15, 9, '0')",0.6074091804740506,0.6761627123287923,0,12678.656740475539,20.619810169149545
4,"(15, 16, '0')",0.4748159985545415,0.2507060318689802,0,9860.009279538039,2.630379741598275
4,"(15, 17, '0')",0.7095906991635826,0.33964254674017813,0,22572.758302975537,2.0854483298551107
4,"(16, 9, '0')",0.11524270956742733,0.6354477708293657,0,10015.141115475539,17.640501087118295
4,"(16, 15, '0')",0.7327940685960685,0.6809840275379663,0,14318.000490475539,12.011807506490854
4,"(16, 18, '0')",0.8780425358861355,0.35022581147267484,0,13262.316896725539,11.841211383749155
4,"(17, 6, '0')",0.5190639546546741,0.5059566855691439,0,25951.533693600537,0.8400018862973717
4,"(17, 15, '0')",0.6804967706973032,0.4118956173901761,0,10592.419435788039,1.4927182845365075
4,"(17, 19, '0')",0.4355580462697013,0.7422614287110032,0,22986.494631100537,2.9132300071012045
