timepoint,link_key,tt_sd,s,period,traveltime,counts
1,"(20, 23, '0')",0.46544014722375404,0.9307130367587861,0,12.781995984196202,15571.07353073001
1,"(21, 14, '0')",0.33817200840943973,0.28520961857951055,0,8.533350201725499,17633.46903854251
1,"(21, 19, '0')",0.9336459538815429,0.11787227598735595,0,15.275733204960362,9960.95146041751
1,"(21, 20, '0')",0.45440346037288637,0.8503845211017618,0,6.973919602512852,12828.13505416751
1,"(21, 22, '0')",0.4942651888084775,0.6955696072189974,0,14.276159497379796,12417.70243698001
1,"(22, 13, '0')",0.04590650846900013,0.8996347034520837,0,9.565589161991612,6421.41190963626
1,"(22, 21, '0')",0.1189674888736082,0.9418380490507798,0,10.629389020084874,7859.23856979251
1,"(22, 23, '0')",0.5379563840497242,0.5163360040038152,0,6.321530076145664,10781.20829635501
1,"(23, 12, '0')",0.054783996014804326,0.6948677052058424,0,16.043895932316317,14906.30497604251
1,"(23, 20, '0')",0.3005209386984734,0.4314765661884449,0,10.581323834537999,11987.38212448001
1,"(23, 22, '0')",0.3780841904169129,0.873938904154811,0,3.8370973788495215,4472.60233932376
2,"(0, 1, '0')",0.6632874804228996,0.6089958621886069,0,7.618376024086823,8426.738546019948
2,"(0, 2, '0')",0.21822526486296512,0.823825425690536,0,4.797316797097077,6901.993917113697
2,"(1, 0, '0')",0.1871725370949876,0.18289481698760135,0,7.326240308602204,7165.674092894947
2,"(1, 5, '0')",0.7297792387589718,0.7868995056208983,0,11.509161241371979,6169.551046019947
2,"(2, 0, '0')",0.8633132629760015,0.3113874789738148,0,6.182070024330963,15004.004171019948
2,"(2, 3, '0')",0.39172036421755163,0.7715140753500648,0,6.048141725380768,10181.608663207448
2,"(2, 11, '0')",0.11004811349712262,0.9149494646556006,0,5.127975709755768,8836.635030394948
2,"(3, 2, '0')",0.9127915035794474,0.22627172929216355,0,8.274700410683502,19706.002217894948
2,"(3, 4, '0')",0.3570059887962751,0.9911599141695914,0,3.16704560073172,14191.840108519948
2,"(3, 10, '0')",0.41296217981812544,0.3114666072281085,0,14.229392297585358,6357.553487426197
2,"(4, 3, '0')",0.18354969377389296,0.8856389551738137,0,3.761486299355377,19477.248311644948
2,"(4, 5, '0')",0.5859902699897871,0.6936276549544037,0,13.961997278054108,12165.165303832448
2,"(4, 8, '0')",0.8556708466479875,0.0545247259975572,0,8.486347444374909,7210.913350707447
2,"(5, 1, '0')",0.7896812152453201,0.20181883260219147,0,20.289011247475493,14875.969014769948
2,"(5, 4, '0')",0.08784242370264728,0.8591558084357476,0,11.845997102578034,9547.675069457448
2,"(5, 7, '0')",0.9329932724558334,0.6607567170158832,0,6.146141774971833,10626.541280394948
2,"(6, 7, '0')",0.4999511406074236,0.8727867882285799,0,8.508469827492585,14955.674092894948
2,"(6, 17, '0')",0.3642569891908011,0.7237448554628845,0,2.8400237634972227,15103.607686644948
2,"(7, 5, '0')",0.4836061905063387,0.09193851810441844,0,11.94237542899405,24823.220967894948
2,"(7, 6, '0')",0.5152245913332608,0.02196605110027272,0,7.0450933054283755,11130.499288207448
2,"(7, 8, '0')",0.9946434676752095,0.18204899423987453,0,19.79945207389151,4411.165792113697
2,"(7, 15, '0')",0.753403443374045,0.2761351299390967,0,10.801775224526276,5578.874776488697
2,"(8, 4, '0')",0.36581991580263795,0.6733332766340134,0,16.915966279824126,24070.150655394948
2,"(8, 7, '0')",0.6113730813897688,0.570474864107661,0,22.58701730521475,5818.940694457447
2,"(8, 9, '0')",0.4196113499484212,0.3773069358685265,0,5.968948133309235,15379.523702269948
2,"(9, 8, '0')",0.09167672210207167,0.2845129711764639,0,9.703547723610749,32702.824483519948
2,"(9, 10, '0')",0.53485391876583,0.20266589697287252,0,18.213327653725493,26664.873311644948
2,"(9, 14, '0')",0.3407642186475901,0.33093452601858553,0,16.587438829262602,24211.935811644948
2,"(9, 15, '0')",0.018340990889802455,0.3645398581151821,0,18.063514955361235,16899.408467894948
2,"(9, 16, '0')",0.603452620536204,0.20260427719629337,0,18.24501062186514,5918.929952269947
2,"(10, 3, '0')",0.9218061729926634,0.6029547618186811,0,24.206138856728423,14519.907491332448
2,"(10, 9, '0')",0.2813641313572214,0.0629581995457077,0,13.946373231728424,18130.965108519948
2,"(10, 11, '0')",0.8348009811112259,0.7314779358819499,0,26.021524675209868,16005.142842894948
2,"(10, 13, '0')",0.5496226575408409,0.733844185123569,0,14.542720086891999,12685.824483519948
2,"(11, 2, '0')",0.021791015958648408,0.590150243239298,0,6.673461206276764,17879.068624144948
2,"(11, 10, '0')",0.34705988952929334,0.7169063369045029,0,15.663873918373932,7531.156514769947
2,"(11, 12, '0')",0.550034791378317,0.713165163089644,0,4.091945417244782,13108.463155394948
2,"(12, 11, '0')",0.013205631128021644,0.7758692885917541,0,4.334676034767975,15204.052999144948
2,"(12, 23, '0')",0.7158927072215715,0.6840503970183347,0,13.44269109519278,11879.565694457448
2,"(13, 10, '0')",0.18977700535536257,0.7978975925046432,0,15.24664331229483,13543.996358519948
2,"(13, 14, '0')",0.7424670735510953,0.588988977190016,0,12.495951898415436,7419.547139769947
2,"(13, 22, '0')",0.6294313700617412,0.8597187605051667,0,11.182878740151276,8682.717061644948
2,"(14, 9, '0')",0.36218393009128713,0.44221438081404285,0,15.484054811318268,21727.113546019948
2,"(14, 13, '0')",0.6270293903714866,0.38798554651919537,0,16.95626664908682,11993.623311644948
2,"(14, 18, '0')",0.5148847524058702,0.281126399050331,0,6.179476507027497,17156.150655394948
2,"(14, 21, '0')",0.8949073179368925,0.09532998203981735,0,9.311116464455475,21054.781514769948
2,"(15, 7, '0')",0.5186654256839361,0.43344672837703613,0,18.436443574746,13283.511983519948
2,"(15, 9, '0')",0.6074091804740506,0.6761627123287923,0,14.756233461220612,12885.263936644948
2,"(15, 16, '0')",0.4748159985545415,0.2507060318689802,0,4.620202787239899,7409.121358519947
2,"(15, 17, '0')",0.7095906991635826,0.33964254674017813,0,5.7551410272911685,20678.679952269948
2,"(16, 9, '0')",0.11524270956742733,0.6354477708293657,0,19.87078882010733,6933.722432738697
2,"(16, 15, '0')",0.7327940685960685,0.6809840275379663,0,6.058423288185944,11170.003194457448
2,"(16, 18, '0')",0.8780425358861355,0.35022581147267484,0,6.926655538399567,12335.024678832448
2,"(17, 6, '0')",0.5190639546546741,0.5059566855691439,0,3.4572479799584044,22326.201436644948
2,"(17, 15, '0')",0.6804967706973032,0.4118956173901761,0,4.0477154329613345,9478.030538207448
2,"(17, 19, '0')",0.4355580462697013,0.7422614287110032,0,7.0342524126366275,19990.010030394948
2,"(18, 14, '0')",0.9717632213779057,0.14496462409810296,0,6.047978170235504,16517.738546019948
2,"(18, 16, '0')",0.36519126611684316,0.7312173653008287,0,5.439432866890778,8747.880147582448
2,"(18, 19, '0')",0.622712992189762,0.515397281579558,0,10.159160859902252,7552.237569457447
2,"(19, 17, '0')",0.2582934326564159,0.3326233544319752,0,8.047992952187409,25921.273702269948
2,"(19, 18, '0')",0.6813432920295053,0.9256141871012638,0,8.750343568642487,5790.298116332447
2,"(19, 20, '0')",0.8765919304209655,0.9733962892699497,0,18.18235421927725,9911.454366332448
2,"(19, 21, '0')",0.2422684944321538,0.5595394222425211,0,12.86477590354239,7710.873311644947
2,"(20, 19, '0')",0.14263219434835817,0.1018886854795763,0,16.55258584769522,8537.040303832448
2,"(20, 21, '0')",0.8253891117478838,0.6720790144790248,0,4.213526494820465,6345.680928832447
2,"(20, 23, '0')",0.46544014722375404,0.9307130367587861,0,12.44541383536612,15426.776631957448
2,"(21, 14, '0')",0.33817200840943973,0.28520961857951055,0,8.196768052895417,17489.172139769948
2,"(21, 19, '0')",0.9336459538815429,0.11787227598735595,0,14.93915105613028,9816.654561644948
2,"(21, 20, '0')",0.45440346037288637,0.8503845211017618,0,6.63733745368277,12683.838155394948
2,"(21, 22, '0')",0.4942651888084775,0.6955696072189974,0,13.939577348549713,12273.405538207448
2,"(22, 13, '0')",0.04590650846900013,0.8996347034520837,0,9.22900701316153,6277.115010863697
2,"(22, 21, '0')",0.1189674888736082,0.9418380490507798,0,10.292806871254792,7714.941671019947
2,"(22, 23, '0')",0.5379563840497242,0.5163360040038152,0,5.984947927315583,10636.911397582448
2,"(23, 12, '0')",0.054783996014804326,0.6948677052058424,0,15.707313783486237,14762.008077269948
2,"(23, 20, '0')",0.3005209386984734,0.4314765661884449,0,10.244741685707917,11843.085225707448
2,"(23, 22, '0')",0.3780841904169129,0.873938904154811,0,3.5005152300194395,4328.305440551197
3,"(0, 1, '0')",0.6632874804228996,0.6089958621886069,0,7.5430373799251464,9371.401060191354
3,"(0, 2, '0')",0.21822526486296512,0.823825425690536,0,4.7219781529354,7846.656431285103
3,"(1, 0, '0')",0.1871725370949876,0.18289481698760135,0,7.250901664440527,8110.336607066353
3,"(1, 5, '0')",0.7297792387589718,0.7868995056208983,0,11.433822597210302,7114.213560191353
3,"(2, 0, '0')",0.8633132629760015,0.3113874789738148,0,6.106731380169287,15948.666685191354
3,"(2, 3, '0')",0.39172036421755163,0.7715140753500648,0,5.972803081219092,11126.271177378854
3,"(2, 11, '0')",0.11004811349712262,0.9149494646556006,0,5.052637065594092,9781.297544566354
3,"(3, 2, '0')",0.9127915035794474,0.22627172929216355,0,8.199361766521825,20650.664732066354
3,"(3, 4, '0')",0.3570059887962751,0.9911599141695914,0,3.0917069565700435,15136.502622691354
3,"(3, 10, '0')",0.41296217981812544,0.3114666072281085,0,14.15405365342368,7302.216001597603
3,"(4, 3, '0')",0.18354969377389296,0.8856389551738137,0,3.6861476551937007,20421.910825816354
3,"(4, 5, '0')",0.5859902699897871,0.6936276549544037,0,13.88665863389243,13109.827818003854
3,"(4, 8, '0')",0.8556708466479875,0.0545247259975572,0,8.411008800213231,8155.575864878853
3,"(5, 1, '0')",0.7896812152453201,0.20181883260219147,0,20.213672603313817,15820.631528941354
3,"(5, 4, '0')",0.08784242370264728,0.8591558084357476,0,11.770658458416356,10492.337583628854
3,"(5, 7, '0')",0.9329932724558334,0.6607567170158832,0,6.070803130810156,11571.203794566354
3,"(6, 7, '0')",0.4999511406074236,0.8727867882285799,0,8.433131183330907,15900.336607066354
3,"(6, 17, '0')",0.3642569891908011,0.7237448554628845,0,2.7646851193355464,16048.270200816354
3,"(7, 5, '0')",0.4836061905063387,0.09193851810441844,0,11.867036784832372,25767.883482066354
3,"(7, 6, '0')",0.5152245913332608,0.02196605110027272,0,6.969754661266699,12075.161802378854
3,"(7, 8, '0')",0.9946434676752095,0.18204899423987453,0,19.724113429729833,5355.828306285103
3,"(7, 15, '0')",0.753403443374045,0.2761351299390967,0,10.726436580364599,6523.537290660103
3,"(8, 4, '0')",0.36581991580263795,0.6733332766340134,0,16.84062763566245,25014.813169566354
3,"(8, 7, '0')",0.6113730813897688,0.570474864107661,0,22.511678661053075,6763.603208628853
3,"(8, 9, '0')",0.4196113499484212,0.3773069358685265,0,5.8936094891475586,16324.186216441354
3,"(9, 8, '0')",0.09167672210207167,0.2845129711764639,0,9.628209079449071,33647.486997691354
3,"(9, 10, '0')",0.53485391876583,0.20266589697287252,0,18.137989009563817,27609.535825816354
3,"(9, 14, '0')",0.3407642186475901,0.33093452601858553,0,16.512100185100927,25156.598325816354
3,"(9, 15, '0')",0.018340990889802455,0.3645398581151821,0,17.98817631119956,17844.070982066354
3,"(9, 16, '0')",0.603452620536204,0.20260427719629337,0,18.169671977703466,6863.592466441353
3,"(10, 3, '0')",0.9218061729926634,0.6029547618186811,0,24.130800212566747,15464.570005503854
3,"(10, 9, '0')",0.2813641313572214,0.0629581995457077,0,13.871034587566747,19075.627622691354
3,"(10, 11, '0')",0.8348009811112259,0.7314779358819499,0,25.946186031048192,16949.805357066354
3,"(10, 13, '0')",0.5496226575408409,0.733844185123569,0,14.467381442730321,13630.486997691354
3,"(11, 2, '0')",0.021791015958648408,0.590150243239298,0,6.598122562115088,18823.731138316354
3,"(11, 10, '0')",0.34705988952929334,0.7169063369045029,0,15.588535274212255,8475.819028941354
3,"(11, 12, '0')",0.550034791378317,0.713165163089644,0,4.016606773083105,14053.125669566354
3,"(12, 11, '0')",0.013205631128021644,0.7758692885917541,0,4.259337390606299,16148.715513316354
3,"(12, 23, '0')",0.7158927072215715,0.6840503970183347,0,13.367352451031103,12824.228208628854
3,"(13, 10, '0')",0.18977700535536257,0.7978975925046432,0,15.171304668133153,14488.658872691354
3,"(13, 14, '0')",0.7424670735510953,0.588988977190016,0,12.420613254253759,8364.209653941354
3,"(13, 22, '0')",0.6294313700617412,0.8597187605051667,0,11.107540095989599,9627.379575816354
3,"(14, 9, '0')",0.36218393009128713,0.44221438081404285,0,15.40871616715659,22671.776060191354
3,"(14, 13, '0')",0.6270293903714866,0.38798554651919537,0,16.880928004925146,12938.285825816354
3,"(14, 18, '0')",0.5148847524058702,0.281126399050331,0,6.10413786286582,18100.813169566354
3,"(14, 21, '0')",0.8949073179368925,0.09532998203981735,0,9.235777820293798,21999.444028941354
3,"(15, 7, '0')",0.5186654256839361,0.43344672837703613,0,18.361104930584325,14228.174497691354
3,"(15, 9, '0')",0.6074091804740506,0.6761627123287923,0,14.680894817058935,13829.926450816354
3,"(15, 16, '0')",0.4748159985545415,0.2507060318689802,0,4.544864143078223,8353.783872691354
3,"(15, 17, '0')",0.7095906991635826,0.33964254674017813,0,5.679802383129492,21623.342466441354
3,"(16, 9, '0')",0.11524270956742733,0.6354477708293657,0,19.795450175945653,7878.384946910103
3,"(16, 15, '0')",0.7327940685960685,0.6809840275379663,0,5.9830846440242675,12114.665708628854
3,"(16, 18, '0')",0.8780425358861355,0.35022581147267484,0,6.851316894237891,13279.687193003854
3,"(17, 6, '0')",0.5190639546546741,0.5059566855691439,0,3.381909335796728,23270.863950816354
3,"(17, 15, '0')",0.6804967706973032,0.4118956173901761,0,3.9723767887996577,10422.693052378854
3,"(17, 19, '0')",0.4355580462697013,0.7422614287110032,0,6.958913768474951,20934.672544566354
3,"(18, 14, '0')",0.9717632213779057,0.14496462409810296,0,5.972639526073828,17462.401060191354
3,"(18, 16, '0')",0.36519126611684316,0.7312173653008287,0,5.3640942227291015,9692.542661753854
3,"(18, 19, '0')",0.622712992189762,0.515397281579558,0,10.083822215740575,8496.900083628854
3,"(19, 17, '0')",0.2582934326564159,0.3326233544319752,0,7.972654308025732,26865.936216441354
3,"(19, 18, '0')",0.6813432920295053,0.9256141871012638,0,8.67500492448081,6734.960630503853
3,"(19, 20, '0')",0.8765919304209655,0.9733962892699497,0,18.107015575115575,10856.116880503854
3,"(19, 21, '0')",0.2422684944321538,0.5595394222425211,0,12.789437259380712,8655.535825816354
3,"(20, 19, '0')",0.14263219434835817,0.1018886854795763,0,16.477247203533544,9481.702818003854
3,"(20, 21, '0')",0.8253891117478838,0.6720790144790248,0,4.138187850658789,7290.343443003853
3,"(20, 23, '0')",0.46544014722375404,0.9307130367587861,0,12.370075191204442,16371.439146128854
3,"(21, 14, '0')",0.33817200840943973,0.28520961857951055,0,8.12142940873374,18433.834653941354
3,"(21, 19, '0')",0.9336459538815429,0.11787227598735595,0,14.863812411968603,10761.317075816354
3,"(21, 20, '0')",0.45440346037288637,0.8503845211017618,0,6.561998809521094,13628.500669566354
3,"(21, 22, '0')",0.4942651888084775,0.6955696072189974,0,13.864238704388036,13218.068052378854
3,"(22, 13, '0')",0.04590650846900013,0.8996347034520837,0,9.153668368999853,7221.777525035103
3,"(22, 21, '0')",0.1189674888736082,0.9418380490507798,0,10.217468227093114,8659.604185191354
3,"(22, 23, '0')",0.5379563840497242,0.5163360040038152,0,5.909609283153906,11581.573911753854
3,"(23, 12, '0')",0.054783996014804326,0.6948677052058424,0,15.63197513932456,15706.670591441354
3,"(23, 20, '0')",0.3005209386984734,0.4314765661884449,0,10.16940304154624,12787.747739878854
3,"(23, 22, '0')",0.3780841904169129,0.873938904154811,0,3.425176585857763,5272.967954722603
4,"(0, 1, '0')",0.6632874804228996,0.6089958621886069,0,8.665978089445002,8608.93551013942
4,"(0, 2, '0')",0.21822526486296512,0.823825425690536,0,5.844918862455255,7084.190881233169
4,"(1, 0, '0')",0.1871725370949876,0.18289481698760135,0,8.373842373960382,7347.871057014419
4,"(1, 5, '0')",0.7297792387589718,0.7868995056208983,0,12.556763306730158,6351.748010139419
4,"(2, 0, '0')",0.8633132629760015,0.3113874789738148,0,7.229672089689141,15186.20113513942
4,"(2, 3, '0')",0.39172036421755163,0.7715140753500648,0,7.095743790738946,10363.80562732692
4,"(2, 11, '0')",0.11004811349712262,0.9149494646556006,0,6.175577775113946,9018.83199451442
4,"(3, 2, '0')",0.9127915035794474,0.22627172929216355,0,9.322302476041681,19888.199182014418
4,"(3, 4, '0')",0.3570059887962751,0.9911599141695914,0,4.214647666089898,14374.03707263942
4,"(3, 10, '0')",0.41296217981812544,0.3114666072281085,0,15.276994362943537,6539.750451545669
4,"(4, 3, '0')",0.18354969377389296,0.8856389551738137,0,4.809088364713555,19659.445275764418
4,"(4, 5, '0')",0.5859902699897871,0.6936276549544037,0,15.009599343412287,12347.36226795192
4,"(4, 8, '0')",0.8556708466479875,0.0545247259975572,0,9.533949509733088,7393.110314826919
4,"(5, 1, '0')",0.7896812152453201,0.20181883260219147,0,21.336613312833673,15058.16597888942
4,"(5, 4, '0')",0.08784242370264728,0.8591558084357476,0,12.893599167936213,9729.87203357692
4,"(5, 7, '0')",0.9329932724558334,0.6607567170158832,0,7.1937438403300105,10808.73824451442
4,"(6, 7, '0')",0.4999511406074236,0.8727867882285799,0,9.556071892850763,15137.87105701442
4,"(6, 17, '0')",0.3642569891908011,0.7237448554628845,0,3.887625828855401,15285.80465076442
4,"(7, 5, '0')",0.4836061905063387,0.09193851810441844,0,12.989977494352228,25005.417932014418
4,"(7, 6, '0')",0.5152245913332608,0.02196605110027272,0,8.092695370786554,11312.69625232692
4,"(7, 8, '0')",0.9946434676752095,0.18204899423987453,0,20.84705413924969,4593.362756233169
4,"(7, 15, '0')",0.753403443374045,0.2761351299390967,0,11.849377289884455,5761.071740608169
4,"(8, 4, '0')",0.36581991580263795,0.6733332766340134,0,17.963568345182306,24252.347619514418
4,"(8, 7, '0')",0.6113730813897688,0.570474864107661,0,23.63461937057293,6001.137658576919
4,"(8, 9, '0')",0.4196113499484212,0.3773069358685265,0,7.016550198667413,15561.72066638942
4,"(9, 8, '0')",0.09167672210207167,0.2845129711764639,0,10.751149788968927,32885.02144763942
4,"(9, 10, '0')",0.53485391876583,0.20266589697287252,0,19.260929719083673,26847.070275764418
4,"(9, 14, '0')",0.3407642186475901,0.33093452601858553,0,17.635040894620783,24394.132775764418
4,"(9, 15, '0')",0.018340990889802455,0.3645398581151821,0,19.111117020719416,17081.605432014418
4,"(9, 16, '0')",0.603452620536204,0.20260427719629337,0,19.292612687223322,6101.126916389419
4,"(10, 3, '0')",0.9218061729926634,0.6029547618186811,0,25.253740922086603,14702.10445545192
4,"(10, 9, '0')",0.2813641313572214,0.0629581995457077,0,14.993975297086603,18313.162072639418
4,"(10, 11, '0')",0.8348009811112259,0.7314779358819499,0,27.06912674056805,16187.33980701442
4,"(10, 13, '0')",0.5496226575408409,0.733844185123569,0,15.590322152250177,12868.02144763942
4,"(11, 2, '0')",0.021791015958648408,0.590150243239298,0,7.721063271634942,18061.265588264418
4,"(11, 10, '0')",0.34705988952929334,0.7169063369045029,0,16.71147598373211,7713.353478889419
4,"(11, 12, '0')",0.550034791378317,0.713165163089644,0,5.13954748260296,13290.66011951442
4,"(12, 11, '0')",0.013205631128021644,0.7758692885917541,0,5.382278100126153,15386.24996326442
4,"(12, 23, '0')",0.7158927072215715,0.6840503970183347,0,14.490293160550959,12061.76265857692
4,"(13, 10, '0')",0.18977700535536257,0.7978975925046432,0,16.29424537765301,13726.19332263942
4,"(13, 14, '0')",0.7424670735510953,0.588988977190016,0,13.543553963773615,7601.744103889419
4,"(13, 22, '0')",0.6294313700617412,0.8597187605051667,0,12.230480805509455,8864.91402576442
4,"(14, 9, '0')",0.36218393009128713,0.44221438081404285,0,16.531656876676447,21909.310510139418
4,"(14, 13, '0')",0.6270293903714866,0.38798554651919537,0,18.003868714445,12175.82027576442
4,"(14, 18, '0')",0.5148847524058702,0.281126399050331,0,7.2270785723856745,17338.347619514418
4,"(14, 21, '0')",0.8949073179368925,0.09532998203981735,0,10.358718529813654,21236.978478889418
4,"(15, 7, '0')",0.5186654256839361,0.43344672837703613,0,19.48404564010418,13465.70894763942
4,"(15, 9, '0')",0.6074091804740506,0.6761627123287923,0,15.80383552657879,13067.46090076442
4,"(15, 16, '0')",0.4748159985545415,0.2507060318689802,0,5.667804852598077,7591.318322639419
4,"(15, 17, '0')",0.7095906991635826,0.33964254674017813,0,6.802743092649346,20860.876916389418
4,"(16, 9, '0')",0.11524270956742733,0.6354477708293657,0,20.91839088546551,7115.919396858169
4,"(16, 15, '0')",0.7327940685960685,0.6809840275379663,0,7.106025353544122,11352.20015857692
4,"(16, 18, '0')",0.8780425358861355,0.35022581147267484,0,7.974257603757745,12517.22164295192
4,"(17, 6, '0')",0.5190639546546741,0.5059566855691439,0,4.504850045316583,22508.398400764418
4,"(17, 15, '0')",0.6804967706973032,0.4118956173901761,0,5.095317498319512,9660.22750232692
4,"(17, 19, '0')",0.4355580462697013,0.7422614287110032,0,8.081854477994806,20172.206994514418
4,"(18, 14, '0')",0.9717632213779057,0.14496462409810296,0,7.095580235593682,16699.935510139418
